,species,identifier,primary,mutant,heterologous_expression,KC,KC_SD,vC,vC_SD,S,S_SD,KO,KO_SD,vO,vO_95CI_low,vO_95CI_high,vO_reported,vO_SD_reported,kon_C,kon_C_95CI_low,kon_C_95CI_high,kon_O,kon_O_95CI_low,kon_O_95CI_high,KRuBP,KRuBP_SD,temp_C,pH,isoform,taxonomy,note,short_ref,pmid_or_doi,citation
329,Oryza sativa ssp.Japonicacv.Nipponbare,sativa_japoinca_kin_orr,1,0,False,11.8,1.8,2.8,0.1,106,1.4,469,88,1.05,0.62,1.71,,,0.237,0.18,0.343,0.00224,0.00171,0.00326,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
330,Panicum amarum,amarum_kin_orr,1,0,False,33.1,3.9,3.2,0.1,89.5,3,800,230,0.862,0.366,1.47,,,0.0967,0.0777,0.127,0.00108,0.000863,0.00142,,,25,8,1,C4 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
331,Panicum dichotomiflorum,dichotomiflorum_kin_orr,1,0,False,36.3,2.9,3.1,0.1,92.6,1.8,1535,545,1.42,0.433,2.49,,,0.0854,0.0728,0.102,0.000923,0.000783,0.00111,,,25,8,1,C4 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
332,Panicum phragmitoides,phragmitoides_kin_orr,1,0,False,25.1,7.5,2.8,0.3,107,1.3,687,522,0.706,-0.37,2.55,,,0.111,0.0651,0.27,0.00105,0.000612,0.00252,,,25,8,1,C4 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
333,Phaseolus carteri,carteri_kin_orr,1,0,False,14.2,1.9,3.2,0.1,84.5,2.1,422,63,1.13,0.742,1.68,,,0.225,0.177,0.306,0.00266,0.00209,0.00363,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
334,Phaseolus coccineus,coccineus_kin_orr,1,0,False,15.6,2.6,3.9,0.2,104,2.9,491,97,1.19,0.663,2,,,0.251,0.185,0.376,0.00242,0.00178,0.00364,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
335,Phaseolus lunatus,lunatus_kin_orr,1,0,False,17.3,1.1,3.2,0.1,101,0.7,537,78,0.98,0.689,1.3,,,0.185,0.162,0.214,0.00183,0.0016,0.00211,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
336,Phaseolus vulgaris,phaseolus_vulgaris_kin_orr,1,0,False,20.2,4.1,3.5,0.2,105,2.2,463,102,0.761,0.39,1.45,,,0.174,0.121,0.296,0.00165,0.00115,0.0028,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
337,Phaseolus vulgaris ,phaseolus_vulgaris_S_hermida_carrera,1,0,False,7.8,0.3,1.7,0.2,99.7,2.7,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
338,Poa palustris,poa_palustris_kin_orr,1,0,False,19.2,1.3,4.2,0.1,112,2.1,562,49,1.1,0.873,1.37,,,0.219,0.191,0.253,0.00196,0.00171,0.00228,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
339,Puccinellia distans,distans_kin_orr,1,0,False,22.2,2.4,5.4,0.2,104,1.9,488,61,1.14,0.805,1.59,,,0.242,0.198,0.309,0.00233,0.00189,0.00298,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
340,Puccinellia lemmonii,lemmonii_kin_orr,1,0,False,28.1,5.9,5.2,0.4,102,1,1117,853,2.03,-0.975,6.05,,,0.186,0.126,0.317,0.00183,0.00124,0.00313,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
341,Puccinellia maritima,maritima_kin_orr,1,0,False,20.8,2.4,5.4,0.2,106,1.9,676,205,1.66,0.643,2.86,,,0.26,0.21,0.338,0.00246,0.00198,0.0032,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
342,Puccinellia nuttalliana,nuttalliana_kin_orr,1,0,False,25.2,1.8,4,0.1,105,1.1,717,138,1.07,0.657,1.55,,,0.159,0.138,0.185,0.00151,0.00131,0.00176,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
343,Pueraria montana,montana_kin_orr,1,0,False,20.9,1.6,2.7,0.1,101,1,679,138,0.87,0.513,1.29,,,0.129,0.11,0.154,0.00128,0.0011,0.00153,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
344,Saccharum officinarum,officinarum_S_hermida_carrera,1,0,False,26.3,4,3.9,0.3,82.2,1.8,,,,,,,,,,,,,,,,25,8.2,1,C4 plants,"sugarcane, KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
345,Solanum lycopersicum,lycopersicum_S_hermida_carrera,1,0,False,9.7,0.4,2.3,0.2,92.4,2.3,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
346,Solanum tuberosum,tuberosum_S_hermida_carrera,1,0,False,9.6,0.2,2,0.3,95.4,2.3,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
347,Sphenostylis stenocarpa,stenocarpa_kin_orr,1,0,False,17.4,1.5,2.8,0.1,93.6,3.4,574,123,0.981,0.551,1.5,,,0.161,0.135,0.197,0.00172,0.00142,0.00213,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
348,Spinacia oleracea,oleracea_S_hermida_carrera,1,0,False,14.1,0.8,2.4,0.1,97,1.2,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
349,Spinacia oleracea,oleracea_table2_jordan84,1,0,False,11,0.967,,,83.4,3.0453763711306117,500,65.1,,,,,,,,,,,,,,25,8.35,1,C3 plants,Table 2,Jordan 1984,https://doi.org/10.1007/BF00398724,"Jordan DB, Ogren WL. 1984. The CO2/O2 specificity of ribulose 1,5-bisphosphate carboxylase/oxygenase. Dependence on ribulosebisphosphate concentration, pH and temperature. Planta 161, 308–313."
350,Synechococcus sp. PCC 7002,7002_S_andrews1985,1,0,False,185,14,11.6,0.678,67.2,2,,,,,,,,,,,,,,69.6,8.1,25,8.52,1,Cyanobacteria,Figure 3,Andrews 1985,3921534,"Andrews TJ, Lorimer GH (1985) Catalytic properties of a hybrid between cyanobacterial large subunits and higher plant small subunits of ribulose bisphosphate carboxylase-oxygenase. J Biol Chem. Apr 25; 260(8):4632-6."
351,T. elongatus,elongatus_rate_gubernator,1,0,E. coli,54.3,8.81,2.65,0.155,82.1,7.3,841,541,0.497,-0.138,1.31,0.5,,0.0489,0.036,0.0735,0.000601,0.00042,0.00093,20.4,1.22,25,8,1,Cyanobacteria,"Unclear what temperature this is at from the paper. Assumed 25 because the values in Table 2 match the 25 C point on Figure 3.  Vo calculated from ratio given in paper, table 2 gives 82.1",Gubernator 2008,17922215,"Gubernator, B., Bartoszewski, R., Kroliczewski, J., Wildner, G., and Szczepaniak, A. (2008). Ribulose-1,5-bisphosphate carboxylase/oxygenase from thermophilic cyanobacterium Thermosynechococcus elongatus. Photosynth. Res. 95, 101–109."
352,Tephrosia candida,candida_kin_orr,1,0,False,15.9,3.8,2.2,0.2,97.8,2.5,481,256,0.67,-0.0355,1.8,,,0.138,0.0898,0.26,0.00142,0.000913,0.00267,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
353,Tephrosia purpurea,purpurea_kin_orr,1,0,False,12.4,1.4,2.2,0.1,103,1.1,333,72,0.569,0.317,0.892,,,0.177,0.142,0.23,0.00172,0.00138,0.00224,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
354,Tephrosia rhodesica,rhodesica_kin_orr,1,0,False,13.7,1.2,2.2,0.1,91.6,3.3,565,133,0.988,0.528,1.54,,,0.161,0.134,0.198,0.00176,0.00144,0.00218,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
355,Triticum aestivum,aestivum_S_hermida_carrera,1,0,False,11.3,0.4,2.2,0.2,100,1.8,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
356,Triticum aestivum,aestivum_kin_orr,1,0,False,20.1,1.7,4.9,0.1,100,1.1,658,84,1.6,1.16,2.13,,,0.244,0.208,0.293,0.00244,0.00208,0.00294,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
357,Triticum baeoticum,baeoticum_kin_orr,1,0,False,19.7,4.5,3.8,0.3,96,2.5,905,297,1.8,0.605,4,,,0.193,0.128,0.353,0.00201,0.00133,0.00369,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
358,Zea mays cv. Carella,mays_carella_S_hermida_carrera,1,0,False,31.6,1.8,4.1,0.6,87.3,1.4,,,,,,,,,,,,,,,,25,8.2,1,C4 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
